Codigo;Estacao;CodigoAdicional;Latitude;Longitude;Altitude;AreaDrenagem;TipoEstacao;Bacia;BaciaCodigo;SubBacia;SubBaciaCodigo;RioCodigo;Rio;Jurisdicao;EstadoNome;EstadoSigla;EstadoCodigo;MunicipioCodigo;Municipio;OperadoraCodigo;OperadoraSigla;OperadoraNome;ResponsavelCodigo;ResponsavelSigla;ResponsavelNome
35217001;AÇUDE ARARAS;NA;-4,23;-40,45;NA;2430;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35200000;RIO ACARAÚ;2;CEARÁ;CE;9;9122000;SANTA QUITÉRIA;58;DNOCS;Departamento Nacional de Obras Contra as Secas;58;DNOCS;Departamento Nacional de Obras Contra as Secas
35215000;IRAJÁ;NA;-4,43;-40,43;160;494;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35210000;RIO FEITOSA;1;CEARÁ;CE;9;9122000;SANTA QUITÉRIA;11;SUDENE;Superintendência do Desenvolvimento do Nordeste;11;SUDENE;Superintendência do Desenvolvimento do Nordeste
35209500;AÇUDE FARIAS DE SOUSA;FAS-01;-4,76;-40,58;260;39;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35210500;RIO CURTUME;2;CEARÁ;CE;9;9093000;NOVA RUSSAS;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará
35223500;AÇUDE BONITO;BON-01;-4,33;-40,62;200;35;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35210800;RIO IPUIZINHO;2;CEARÁ;CE;9;9058000;IPÚ;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará
35222000;FLORES;NA;-4,36;-40,58;100;581;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35220000;RIO JATOBÁ;2;CEARÁ;CE;9;9122000;SANTA QUITÉRIA;11;SUDENE;Superintendência do Desenvolvimento do Nordeste;11;SUDENE;Superintendência do Desenvolvimento do Nordeste
35220000;CANGATI;NA;-4,38;-40,63;90;559;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35220000;RIO JATOBÁ;2;CEARÁ;CE;9;9122000;SANTA QUITÉRIA;11;SUDENE;Superintendência do Desenvolvimento do Nordeste;11;SUDENE;Superintendência do Desenvolvimento do Nordeste
35217002;ARARAS;NA;-4,23;-40,45;100;2430;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35200000;RIO ACARAÚ;2;CEARÁ;CE;9;9122000;SANTA QUITÉRIA;58;DNOCS;Departamento Nacional de Obras Contra as Secas;58;DNOCS;Departamento Nacional de Obras Contra as Secas
35273000;AÇUDE SOBRAL;NA;-3,66;-40,36;NA;29;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35200000;RIO ACARAÚ;2;CEARÁ;CE;9;9129000;SOBRAL;11;SUDENE;Superintendência do Desenvolvimento do Nordeste;11;SUDENE;Superintendência do Desenvolvimento do Nordeste
35300500;BELA CRUZ;91;-3,05;-40,13;NA;NA;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35200000;RIO ACARAÚ;2;CEARÁ;CE;9;9023000;BELA CRUZ;388;SEMACE-CE;Superintendência Estadual do Meio Ambiente;388;SEMACE-CE;Superintendência Estadual do Meio Ambiente
35283001;SANTANA DO ACARAÚ;NA;-3,45;-40,21;NA;NA;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35200000;RIO ACARAÚ;2;CEARÁ;CE;9;9120000;SANTANA DO ACARAÚ;388;SEMACE-CE;Superintendência Estadual do Meio Ambiente;388;SEMACE-CE;Superintendência Estadual do Meio Ambiente
35275002;SOBRAL;NA;-3,7;-40,35;75;11300;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35200000;RIO ACARAÚ;2;CEARÁ;CE;9;9129000;SOBRAL;58;DNOCS;Departamento Nacional de Obras Contra as Secas;58;DNOCS;Departamento Nacional de Obras Contra as Secas
35209000;AÇUDE CARÃO;CRO-02;-4,81;-40,35;300;306;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35200000;RIO ACARAÚ;2;CEARÁ;CE;9;9132000;TAMBORIL;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará
35283000;SANTANA DO ACARAÚ;ANA;-3,45;-40,21;NA;13000;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35200000;RIO ACARAÚ;2;CEARÁ;CE;9;9120000;SANTANA DO ACARAÚ;82;CPRM;Cia de Pesquisa de Recursos Minerais;1;ANA;Agência Nacional de Águas
35217600;AÇUDE ARARAS - TURBINAS;NA;-4,23;-40,45;100;2430;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35200000;RIO ACARAÚ;2;CEARÁ;CE;9;9122000;SANTA QUITÉRIA;58;DNOCS;Departamento Nacional de Obras Contra as Secas;58;DNOCS;Departamento Nacional de Obras Contra as Secas
35275005;CRUZ;NA;-2,92;-40,16;NA;NA;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35200000;RIO ACARAÚ;2;CEARÁ;CE;9;9042400;CRUZ;388;SEMACE-CE;Superintendência Estadual do Meio Ambiente;388;SEMACE-CE;Superintendência Estadual do Meio Ambiente
35875500;IDEAL;NA;-4,42;-38,67;NA;2940;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35800000;RIO CHORO;2;CEARÁ;CE;9;9012000;ARACOIABA;82;CPRM;Cia de Pesquisa de Recursos Minerais;1;ANA;Agência Nacional de Águas
35879000;CHOROZINHO;31;-4,3;-38,5;NA;NA;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35800000;RIO CHORO;2;CEARÁ;CE;9;9039200;CHOROZINHO;388;SEMACE-CE;Superintendência Estadual do Meio Ambiente;388;SEMACE-CE;Superintendência Estadual do Meio Ambiente
35880000;CHOROZINHO;NA;-4,3;-38,48;42;4100;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35800000;RIO CHORO;2;CEARÁ;CE;9;9039200;CHOROZINHO;1;ANA;Agência Nacional de Águas;1;ANA;Agência Nacional de Águas
35801000;AÇUDE POMPEU SOBRINHO;PMS-02;-4,84;-39,14;220;321;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35800000;RIO CHORO;2;CEARÁ;CE;9;9039100;CHORO;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará
35840000;AÇUDE CASTRO;CAS-05;-4,56;-38,94;140;359;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35830000;RIO CASTRO;2;CEARÁ;CE;9;9065000;ITAPIUNA;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará
35876000;AÇUDE ARACOIABA;ARC-10;-4,4;-38,69;80;592;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35850000;RIO ARACOIABA;2;CEARÁ;CE;9;9012000;ARACOIABA;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará
35871000;ARRAIAL;NA;-4,37;-38,8;NA;470;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35850000;RIO ARACOIABA;2;CEARÁ;CE;9;9012000;ARACOIABA;82;CPRM;Cia de Pesquisa de Recursos Minerais;1;ANA;Agência Nacional de Águas
35875000;ARAÇOIABA;NA;-4,36;-38,81;101;4620;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35850000;RIO ARACOIABA;2;CEARÁ;CE;9;9012000;ARACOIABA;58;DNOCS;Departamento Nacional de Obras Contra as Secas;58;DNOCS;Departamento Nacional de Obras Contra as Secas
35224000;AÇUDE TIJUQUINHA;TJQ-01;-4,31;-38,89;360;38;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35850000;RIO ARACOIABA;2;CEARÁ;CE;9;9021000;BATURITÉ;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará
35870000;LABIRINTO;NA;-4,3;-38,95;800;10;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35850000;RIO ARACOIABA;2;CEARÁ;CE;9;9021000;BATURITÉ;11;SUDENE;Superintendência do Desenvolvimento do Nordeste;11;SUDENE;Superintendência do Desenvolvimento do Nordeste
35860000;AÇUDE PESQUEIRO;PES-01;-4,44;-38,96;200;66;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35852000;RIACHO PESQUEIRO;2;CEARÁ;CE;9;9029000;CAPISTRANO;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará
35898000;AÇUDE BATENTE;BAT-01;-4,65;-38,49;NA;NA;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35900000;RIO PIRANGI;2;CEARÁ;CE;9;9094400;OCARA;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará
35950000;CRISTAIS;NA;-4,5;-38,36;50;2040;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35900000;RIO PIRANGI;2;CEARÁ;CE;9;9035000;CASCAVEL;82;CPRM;Cia de Pesquisa de Recursos Minerais;1;ANA;Agência Nacional de Águas
35960000;CASCAVEL;34;-4,39;-38,27;NA;NA;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35900000;RIO PIRANGI;2;CEARÁ;CE;9;9035000;CASCAVEL;388;SEMACE-CE;Superintendência Estadual do Meio Ambiente;388;SEMACE-CE;Superintendência Estadual do Meio Ambiente
35900000;ITAPEIM;ANA;-4,35;-38,11;NA;3100;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35900000;RIO PIRANGI;2;CEARÁ;CE;9;9022000;BEBERIBE;82;CPRM;Cia de Pesquisa de Recursos Minerais;1;ANA;Agência Nacional de Águas
35249100;POÇO COMPRIDO;NA;-4,36;-40,01;NA;1270;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35250000;RIO GROAIRAS;2;CEARÁ;CE;9;9122000;SANTA QUITÉRIA;1;ANA;Agência Nacional de Águas;1;ANA;Agência Nacional de Águas
35257000;POÇO COMPRIDO;NA;-4,36;-40,01;NA;1270;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35250000;RIO GROAIRAS;2;CEARÁ;CE;9;9122000;SANTA QUITÉRIA;82;CPRM;Cia de Pesquisa de Recursos Minerais;1;ANA;Agência Nacional de Águas
35249000;AÇUDE EDSON QUEIROZ;EDQ-01;-4,21;-40,06;180;1770;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35250000;RIO GROAIRAS;2;CEARÁ;CE;9;9122000;SANTA QUITÉRIA;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará
35258000;FAZENDA PARANÁ;NA;-4,09;-40,12;170;2370;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35250000;RIO GROAIRAS;2;CEARÁ;CE;9;9122000;SANTA QUITÉRIA;82;CPRM;Cia de Pesquisa de Recursos Minerais;1;ANA;Agência Nacional de Águas
35260000;GROAIRAS;ANA;-3,9;-40,37;80;2800;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35250000;RIO GROAIRAS;2;CEARÁ;CE;9;9049000;GROAIRAS;82;CPRM;Cia de Pesquisa de Recursos Minerais;1;ANA;Agência Nacional de Águas
35250000;FAZENDA PARANÁ;NA;-4,09;-40,12;170;2370;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35250000;RIO GROAIRAS;2;CEARÁ;CE;9;9122000;SANTA QUITÉRIA;1;ANA;Agência Nacional de Águas;1;ANA;Agência Nacional de Águas
35254000;GROAIRAS;NA;-3,9;-40,37;NA;NA;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35250000;RIO GROAIRAS;2;CEARÁ;CE;9;9049000;GROAIRAS;388;SEMACE-CE;Superintendência Estadual do Meio Ambiente;388;SEMACE-CE;Superintendência Estadual do Meio Ambiente
35265200;CANAL AIRES DE SOUZA;NA;-3,7;-40,5;80;1130;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35260000;RIO JAIBARAS;2;CEARÁ;CE;9;9129000;SOBRAL;58;DNOCS;Departamento Nacional de Obras Contra as Secas;58;DNOCS;Departamento Nacional de Obras Contra as Secas
35270000;FAZENDA TIMBURANA;NA;-3,76;-40,45;80;1230;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35260000;RIO JAIBARAS;2;CEARÁ;CE;9;9129000;SOBRAL;1;ANA;Agência Nacional de Águas;1;ANA;Agência Nacional de Águas
35265001;AÇUDE AIRES DE SOUZA - MD;NA;-3,78;-40,51;40;1120;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35260000;RIO JAIBARAS;2;CEARÁ;CE;9;9129000;SOBRAL;11;SUDENE;Superintendência do Desenvolvimento do Nordeste;11;SUDENE;Superintendência do Desenvolvimento do Nordeste
35265100;AÇUDE AIRES DE SOUZA;AYS-01;-3,78;-40,5;100;1120;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35260000;RIO JAIBARAS;2;CEARÁ;CE;9;9129000;SOBRAL;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará
35217000;AÇUDE ARARAS;ARA-01;-4,21;-40,44;140;3510;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35200000;RIO ACARAÚ;2;CEARÁ;CE;9;9122000;SANTA QUITÉRIA;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará
35210000;FAZENDA  CAJAZEIRAS;NA;-4,37;-40,54;190;1560;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35200000;RIO ACARAÚ;2;CEARÁ;CE;9;9052000;HIDROLÂNDIA;82;CPRM;Cia de Pesquisa de Recursos Minerais;1;ANA;Agência Nacional de Águas
35275000;SOBRAL;ANA;-3,68;-40,33;75;11300;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35200000;RIO ACARAÚ;2;CEARÁ;CE;9;9129000;SOBRAL;82;CPRM;Cia de Pesquisa de Recursos Minerais;1;ANA;Agência Nacional de Águas
35235000;VÁRZEA DO GROSSO;NA;-4,14;-40,43;180;3640;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35200000;RIO ACARAÚ;2;CEARÁ;CE;9;9122000;SANTA QUITÉRIA;82;CPRM;Cia de Pesquisa de Recursos Minerais;1;ANA;Agência Nacional de Águas
35300100;BARRAGEM SANTA ROSA;NA;-3,11;-40,12;NA;NA;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35200000;RIO ACARAÚ;2;CEARÁ;CE;9;9078000;MARCO;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará
35050000;CHAVAL RETIRO;ANA;-3,07;-41,25;NA;1000;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35130000;RIO UBATUBA;1;CEARÁ;CE;9;9039000;CHAVAL;82;CPRM;Cia de Pesquisa de Recursos Minerais;1;ANA;Agência Nacional de Águas
35051000;AÇUDE ITAÚNA;ITA-01;-3,15;-41,16;40;766;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35134000;RIACHO TIMONHA;2;CEARÁ;CE;9;9039000;CHAVAL;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará
35552000;AÇUDE ESCURIDÃO;44;-4,52;-39,37;250;19;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35147000;RIACHO ESCURIDÃO;2;CEARÁ;CE;9;9028000;CANINDÉ;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará
35552300;AÇUDE ESCURIDÃO;NA;-4,52;-39,37;NA;NA;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35147000;RIACHO ESCURIDÃO;2;CEARÁ;CE;9;9028000;CANINDÉ;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará
35590000;PARAIPABA - CANAL ADUTOR;NA;-3,4;-39,08;10;8520;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35600000;RIO CURU;2;CEARÁ;CE;9;9102000;PARACURU;58;DNOCS;Departamento Nacional de Obras Contra as Secas;58;DNOCS;Departamento Nacional de Obras Contra as Secas
35118000;AÇUDE TRAPIÁ III;TR3-01;-3,73;-40,68;120;26;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35149000;RIACHO TRAPIÁ;2;CEARÁ;CE;9;9040000;COREAÚ;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará
35500000;AÇUDE TRAPIÁ I;40;-4,2;-39,05;180;10;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35149000;RIACHO TRAPIÁ;2;CEARÁ;CE;9;9030000;CARIDADE;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará
35100000;FAZENDA CAIÇARA;NA;-3,76;-40,81;NA;68;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35150000;RIO COREAU;2;CEARÁ;CE;9;9136000;UBAJARA;58;DNOCS;Departamento Nacional de Obras Contra as Secas;58;DNOCS;Departamento Nacional de Obras Contra as Secas
35170002;GRANJA;NA;-3,12;-40,82;NA;NA;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35150000;RIO COREAU;2;CEARÁ;CE;9;9047000;GRANJA;388;SEMACE-CE;Superintendência Estadual do Meio Ambiente;388;SEMACE-CE;Superintendência Estadual do Meio Ambiente
35125001;MORAUJO;NA;-3,46;-40,68;NA;NA;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35150000;RIO COREAU;2;CEARÁ;CE;9;9088500;MORAÚJO;388;SEMACE-CE;Superintendência Estadual do Meio Ambiente;388;SEMACE-CE;Superintendência Estadual do Meio Ambiente
35125000;MORAÚJO;NA;-3,46;-40,68;74;1500;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35150000;RIO COREAU;2;CEARÁ;CE;9;9088500;MORAÚJO;82;CPRM;Cia de Pesquisa de Recursos Minerais;1;ANA;Agência Nacional de Águas
35170000;GRANJA;ANA;-3,12;-40,82;9;3960;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35150000;RIO COREAU;2;CEARÁ;CE;9;9047000;GRANJA;82;CPRM;Cia de Pesquisa de Recursos Minerais;1;ANA;Agência Nacional de Águas
35127000;URUOCA;76;-3,36;-40,74;NA;NA;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35150000;RIO COREAU;2;CEARÁ;CE;9;9139000;URUOCA;388;SEMACE-CE;Superintendência Estadual do Meio Ambiente;388;SEMACE-CE;Superintendência Estadual do Meio Ambiente
35170001;GRANJA;NA;-3,11;-40,83;9;3970;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35150000;RIO COREAU;2;CEARÁ;CE;9;9047000;GRANJA;58;DNOCS;Departamento Nacional de Obras Contra as Secas;58;DNOCS;Departamento Nacional de Obras Contra as Secas
35119000;COREAU (PALMA);NA;-3,55;-40,66;85;914;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35150300;RIACHO RIMA;2;CEARÁ;CE;9;9040000;COREAÚ;58;DNOCS;Departamento Nacional de Obras Contra as Secas;58;DNOCS;Departamento Nacional de Obras Contra as Secas
35190000;AÇUDE MARTINÓPOLE;MRT-01;-3,23;-40,61;40;149;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35150300;RIACHO RIMA;2;CEARÁ;CE;9;9079000;MARTINÓPOLE;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará
35132500;AÇUDE VÁRZEA DA VOLTA;VZV-01;-3,5;-40,61;80;325;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35150500;RIACHO SÃO BERNARDO;1;CEARÁ;CE;9;9088500;MORAÚJO;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará
35140000;QUATIGUABA;NA;-3,73;-40,98;100;24;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35151000;RIO QUATIGUABA;2;CEARÁ;CE;9;9031000;CARIRE;58;DNOCS;Departamento Nacional de Obras Contra as Secas;58;DNOCS;Departamento Nacional de Obras Contra as Secas
35120000;AÇUDE ANGICOS;ANG-01;-3,63;-40,82;100;256;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35152000;RIO JUAZEIRO;2;CEARÁ;CE;9;9040000;COREAÚ;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará
35060000;AÇUDE DIAMANTE;DIA-01;-3,59;-41,86;180;NA;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35152500;RIACHO BOQUEIRÃO;2;CEARÁ;CE;9;9040000;COREAÚ;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará
35162500;BOQUEIRÃO PAULA PESSOA;NA;-3,33;-40,83;40;1000;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35154000;RIACHO ITACOLOMI;2;CEARÁ;CE;9;9129000;SOBRAL;58;DNOCS;Departamento Nacional de Obras Contra as Secas;58;DNOCS;Departamento Nacional de Obras Contra as Secas
35156000;TAPERA;NA;-3,32;-40,84;NA;1000;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35154000;RIACHO ITACOLOMI;2;CEARÁ;CE;9;9139000;URUOCA;82;CPRM;Cia de Pesquisa de Recursos Minerais;1;ANA;Agência Nacional de Águas
35155000;BOQUEIRÃO DO ITACOLOMI;NA;-3,33;-40,86;90;994;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35154000;RIACHO ITACOLOMI;2;CEARÁ;CE;9;9129000;SOBRAL;58;DNOCS;Departamento Nacional de Obras Contra as Secas;58;DNOCS;Departamento Nacional de Obras Contra as Secas
35180000;AÇUDE GANGORRA;GAN-01;-3,17;-40,86;40;107;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35156000;RIACHO DA GONGORRA;2;CEARÁ;CE;9;9047000;GRANJA;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará
35200000;AÇUDE TUCUNDUBA;TUC-01;-3,18;-40,44;40;325;1;ATLÂNTICO,TRECHO NORTE/NORDESTE;3;RIOS ACARAÚ,PIRANGI E OUTROS;35;35156500;RIACHO TUCUNDUBA;2;CEARÁ;CE;9;9128000;SENADOR SÁ;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará;106;COGERH-CE;Companhia de Gestão dos Recursos Hídricos - Ceará
