"Codigo"
10100000
10200000
10500000
10910000
11400000
11500000
13100000
13150003
13180000
13405000
13410000
13450000
13470000
13550000
13600002
13650000
13710001
13870000
13885000
13962000
13990000
14100000
14110000
14280001
14330000
14480002
14495000
14515000
14530000
14540000
14620000
14680001
14690000
14710000
14790000
14840000
14850000
14990000
15124009
15130000
15150000
15200000
15248010
15250000
15320002
15324000
15326000
15400000
15430000
15459080
15459090
15490000
15550000
15552600
15558000
15559000
15560000
15565000
15575000
15580000
15590000
15630000
15660000
15700000
15740000
15860000
15900000
15910000
15940000
16030000
16070980
16100000
16430000
16500000
16800000
16900000
17050001
17094000
17230000
17355000
17710000
17730000
17900000
18200000
18408500
18409000
18415000
18420000
18430000
18435000
18460000
18480000
18500000
18650000
18700000
18850000
18880000
18950003
19500000
19985000
20100000
20200000
20250000
20489100
20699000
20920080
21080000
21220000
21500000
21600000
21850000
22050001
22100000
22220000
22250000
22680000
22900000
23100000
23250000
23700000
24051000
24180050
24500000
24700000
24800000
24850000
24950000
25100000
25130000
25200000
25700000
26033800
26053100
26053110
26053120
26100000
26200000
26350000
26710000
27110000
27320000
27500000
28200000
28300000
28850000
29050000
29100000
29200000
29680080
29680090
30050000
30055000
30075000
30080000
30300000
30400080
31680000
31700000
32550000
32620000
33250000
33260000
33273000
33281000
33286000
33290000
33321000
33380000
33420000
33480000
33530000
33550000
33590000
33630000
33661000
33680000
33730000
33760000
33770000
34020000
34040500
34060000
34070000
34090000
34130000
34170000
34202000
34218080
34251000
34270000
34311000
34471000
34600000
34660000
34690000
34730000
34750000
34770000
34789000
34820000
34879500
34930000
34940000
34976000
34980000
35050000
35170000
35217000
35235000
35260000
35265100
35275000
35370000
35570000
35590000
35668000
35900000
36045000
36070000
36125000
36130000
36160000
36210000
36260000
36290000
36320000
36390000
36470000
36520000
36534000
36580000
37230000
37340000
37410000
37470000
37561000
37570000
37750000
37761000
38580000
38852000
39160000
39170000
39187800
39345000
39360000
39530000
39560000
39580000
39700000
39720000
39740000
39760000
39770000
39870000
39860000
39950000
39970000
40100000
40100001
40130002
40154080
40185000
40330000
40450001
40680000
40710000
40740000
40800001
40811100
40823500
40865001
40963000
40990080
41020002
41075001
41090002
41135000
41135006
41151000
41180000
41199998
41340000
41410000
41600000
41650002
41719080
41780002
41818000
41940000
41990000
42145498
42210000
42251000
42365000
42395000
42459080
42460000
42600000
42690001
42980000
43200000
43250002
43300000
43429998
43670000
43980002
44200000
44350000
44670000
45131000
45170001
45480000
45590000
45740001
45770000
45840000
45910001
45960001
46035001
46360000
46455000
46490000
46543000
46590000
46610000
46675000
46830000
46870000
46902000
46998000
47016000
47750080
47770000
47900000
48020000
48460000
48498000
48590000
48699001
48850000
49042580
49208080
49210080
49340080
49705000
50080000
50169500
50191000
50250000
50380000
50420000
50430000
50455000
50465000
50540000
50595000
50785000
50795000
51108000
51120000
51230000
51240000
51280000
51490080
52568080
52570000
52697080
53050000
53510080
53540001
53620000
53630000
53880000
53950000
54110002
54150001
54230000
54390000
54500000
54730005
54950000
55610000
55660000
55720000
55960000
56110005
56425000
56539000
56650080
56660002
56675080
56688080
56696000
56719998
56776500
56810000
56819080
56820080
56825000
56846801
56850000
56860000
56891900
56919500
56990005
56992380
56994510
57118080
57120080
57230000
57420000
57830000
58068000
58087080
58087300
58095000
58096000
58099000
58105300
58110000
58128100
58128200
58204000
58218000
58218200
58235000
58235100
58240080
58242000
58286000
58300000
58305000
58305001
58315000
58318000
58318001
58318002
58339001
58345000
58347000
58350001
58351000
58351500
58352000
58358000
58370000
58380001
58385000
58385100
58405000
58410000
58440000
58442000
58512080
58520000
58521080
58530000
58585000
58620000
58630030
58632000
58643000
58648001
58652000
58653500
58680001
58730001
58730080
58735000
58736000
58745080
58764900
58765001
58770000
58846000
58850000
58874000
58880001
58910000
58920000
58930000
58934000
58940000
58960000
58974000
59222000
59235002
59242000
59245002
59245200
59270000
59305028
59305071
59306000
59307000
59309000
59310000
59380000
60016000
60038200
60160080
60228000
60280000
60290000
60335080
60351080
60355000
60435000
60435200
60435500
60436000
60473000
60477100
60477400
60478200
60479280
60500000
60540000
60544990
60564000
60570080
60591000
60610080
60626000
60625080
60640000
60650000
60655001
60680000
60680004
60765000
60772000
60781000
60798000
60805100
60845500
60850000
60877080
60955000
60968000
60975000
61009001
61012001
61024001
61060000
61060001
61061080
61734080
61078500
61135000
61135002
61146080
61150001
61176000
61271000
61305000
61370000
61410000
61425000
61526080
61537000
61661000
61661010
61730080
61731080
61740080
61760080
61772000
61787000
61787500
61795100
61796080
61802502
61807002
61811080
61812000
61817004
61818080
61830000
61834000
61855000
61874000
61880000
61884080
61888000
61898500
61898580
61899000
61902000
61915000
61915005
61925000
61941080
61953001
61960000
61991000
61998080
62020080
62110000
62265000
62285002
62335000
62370000
62373000
62375000
62379000
62510080
62510100
62560000
62590000
62605000
62628000
62662000
62676000
62690000
62705000
62708000
62715000
62729080
62744080
62752000
62760043
62776800
62790080
62800000
62820080
62829580
62900080
63003200
63007080
63010000
63170100
63400000
63805000
63920080
63968000
63970000
63995080
63995090
64080000
64119000
64198000
64215080
64219080
64220050
64230500
64231000
64240000
64242000
64247000
64250010
64270080
64278080
64320010
64328050
64332080
64345075
64345080
64360000
64370000
64390000
64441020
64444000
64450001
64452100
64452180
64460000
64474900
64477000
64482000
64490800
64491000
64497000
64497010
64501000
64504210
64506000
64507000
64508500
64516080
64535080
64550000
64560000
64571080
64575000
64575003
64617000
64618500
64619000
64630000
64638000
64645000
64652000
64659000
64673000
64675002
64682000
64691150
64715001
64725000
64767000
64775000
64776100
64785000
64799500
64815000
64820001
64830000
64833000
64846500
64847000
64849000
